Year,Month,Item,Quantity,Unit
1999,September,Diesel Oil Consumption,252005,Barrels/Day
1999,September,Others Consumption,406106,Barrels/Day
1999,September,Oil Products Export,113365,Barrels/Day
1999,September,Oil Products Demand,887431,Barrels/Day
1999,October,Crude Production,95303,Barrels/Day
1999,October,Crude Import,639291,Barrels/Day
1999,October,Crude Export,12816,Barrels/Day
1999,October,Crude Throughput,738393,Barrels/Day
1999,October,Oil Products Production,816046,Barrels/Day
1999,October,Oil Products Import,66805,Barrels/Day
1999,October,Oil Products Supply,882852,Barrels/Day
1999,October,Oil Products Consumption,741766,Barrels/Day
1999,October,Mogas Consumption,110454,Barrels/Day
1999,October,Diesel Oil Consumption,228976,Barrels/Day
1999,October,Others Consumption,402335,Barrels/Day
1999,October,Oil Products Export,123148,Barrels/Day
1999,October,Oil Products Demand,864915,Barrels/Day
1999,November,Crude Production,100010,Barrels/Day
1999,November,Crude Import,661597,Barrels/Day
1999,November,Crude Export,8456,Barrels/Day
1999,November,Crude Throughput,742473,Barrels/Day
1999,November,Oil Products Production,824805,Barrels/Day
1999,November,Oil Products Import,49880,Barrels/Day
1999,November,Oil Products Supply,874685,Barrels/Day
1999,November,Oil Products Consumption,745729,Barrels/Day
1999,November,Mogas Consumption,120630,Barrels/Day
1999,November,Diesel Oil Consumption,257148,Barrels/Day
1999,November,Others Consumption,367949,Barrels/Day
1999,November,Oil Products Export,149102,Barrels/Day
1999,November,Oil Products Demand,894832,Barrels/Day
1999,December,Crude Production,95039,Barrels/Day
1999,December,Crude Import,691349,Barrels/Day
1999,December,Crude Export,13290,Barrels/Day
1999,December,Crude Throughput,606126,Barrels/Day
1999,December,Oil Products Production,693454,Barrels/Day
1999,December,Oil Products Import,58076,Barrels/Day
1999,December,Oil Products Supply,751530,Barrels/Day
1999,December,Oil Products Consumption,764730,Barrels/Day
1999,December,Mogas Consumption,123543,Barrels/Day
1999,December,Diesel Oil Consumption,272980,Barrels/Day
1999,December,Others Consumption,368206,Barrels/Day
1999,December,Oil Products Export,80273,Barrels/Day
1999,December,Oil Products Demand,845003,Barrels/Day
2000,January,Crude Production,101071,Barrels/Day
2000,January,Crude Import,408674,Barrels/Day
2000,January,Crude Export,41578,Barrels/Day
2000,January,Crude Throughput,658857,Barrels/Day
2000,January,Oil Products Production,748184,Barrels/Day
2000,January,Oil Products Import,136112,Barrels/Day
2000,January,Oil Products Supply,884297,Barrels/Day
2000,January,Oil Products Consumption,762727,Barrels/Day
2000,January,Mogas Consumption,119670,Barrels/Day
2000,January,Diesel Oil Consumption,271485,Barrels/Day
2000,January,Others Consumption,371570,Barrels/Day
2000,January,Oil Products Export,54313,Barrels/Day
2000,January,Oil Products Demand,817040,Barrels/Day
2000,February,Crude Production,106196,Barrels/Day
2000,February,Crude Import,896747,Barrels/Day
2000,February,Crude Export,29592,Barrels/Day
2000,February,Crude Throughput,776537,Barrels/Day
2000,February,Oil Products Production,829288,Barrels/Day
2000,February,Oil Products Import,112388,Barrels/Day
2000,February,Oil Products Supply,941677,Barrels/Day
2000,February,Oil Products Consumption,780803,Barrels/Day
2000,February,Mogas Consumption,115408,Barrels/Day
2000,February,Diesel Oil Consumption,268044,Barrels/Day
2000,February,Others Consumption,397351,Barrels/Day
2000,February,Oil Products Export,84223,Barrels/Day
2000,February,Oil Products Demand,865027,Barrels/Day
2000,March,Crude Production,111902,Barrels/Day
2000,March,Crude Import,483532,Barrels/Day
2000,March,Crude Export,28102,Barrels/Day
2000,March,Crude Throughput,748536,Barrels/Day
2000,March,Oil Products Production,821482,Barrels/Day
2000,March,Oil Products Import,146504,Barrels/Day
2000,March,Oil Products Supply,967986,Barrels/Day
2000,March,Oil Products Consumption,787473,Barrels/Day
2000,March,Mogas Consumption,116185,Barrels/Day
2000,March,Diesel Oil Consumption,275867,Barrels/Day
2000,March,Others Consumption,395419,Barrels/Day
2000,March,Oil Products Export,106723,Barrels/Day
2000,March,Oil Products Demand,894196,Barrels/Day
2000,April,Crude Production,105476,Barrels/Day
2000,April,Crude Import,690954,Barrels/Day
2000,April,Crude Export,44639,Barrels/Day
2000,April,Crude Throughput,747872,Barrels/Day
2000,April,Oil Products Production,826945,Barrels/Day
2000,April,Oil Products Import,98764,Barrels/Day
2000,April,Oil Products Supply,925709,Barrels/Day
2000,April,Oil Products Consumption,760852,Barrels/Day
2000,April,Mogas Consumption,127683,Barrels/Day
2000,April,Diesel Oil Consumption,274779,Barrels/Day
2000,April,Others Consumption,358389,Barrels/Day
2000,April,Oil Products Export,111196,Barrels/Day
2000,April,Oil Products Demand,872048,Barrels/Day
2000,May,Crude Production,105421,Barrels/Day
2000,May,Crude Import,724588,Barrels/Day
2000,May,Crude Export,27906,Barrels/Day
2000,May,Crude Throughput,719064,Barrels/Day
2000,May,Oil Products Production,802868,Barrels/Day
2000,May,Oil Products Import,91233,Barrels/Day
2000,May,Oil Products Supply,894102,Barrels/Day
2000,May,Oil Products Consumption,769296,Barrels/Day
2000,May,Mogas Consumption,115786,Barrels/Day
2000,May,Diesel Oil Consumption,281262,Barrels/Day
2000,May,Others Consumption,372247,Barrels/Day
2000,May,Oil Products Export,113329,Barrels/Day
2000,May,Oil Products Demand,882626,Barrels/Day
2000,June,Crude Production,112098,Barrels/Day
2000,June,Crude Import,738234,Barrels/Day
2000,June,Crude Export,36102,Barrels/Day
2000,June,Crude Throughput,763912,Barrels/Day
2000,June,Oil Products Production,830487,Barrels/Day
2000,June,Oil Products Import,97425,Barrels/Day
2000,June,Oil Products Supply,927912,Barrels/Day
2000,June,Oil Products Consumption,754635,Barrels/Day
2000,June,Mogas Consumption,118509,Barrels/Day
2000,June,Diesel Oil Consumption,263355,Barrels/Day
2000,June,Others Consumption,372770,Barrels/Day
2000,June,Oil Products Export,100239,Barrels/Day
2000,June,Oil Products Demand,854874,Barrels/Day
2000,July,Crude Production,111819,Barrels/Day
2000,July,Crude Import,597450,Barrels/Day
2000,July,Crude Export,35759,Barrels/Day
2000,July,Crude Throughput,740151,Barrels/Day
2000,July,Oil Products Production,814513,Barrels/Day
2000,July,Oil Products Import,107640,Barrels/Day
2000,July,Oil Products Supply,922153,Barrels/Day
2000,July,Oil Products Consumption,739830,Barrels/Day
2000,July,Mogas Consumption,118537,Barrels/Day
2000,July,Diesel Oil Consumption,241676,Barrels/Day
2000,July,Others Consumption,379617,Barrels/Day
2000,July,Oil Products Export,74836,Barrels/Day
2000,July,Oil Products Demand,814667,Barrels/Day
2000,August,Crude Production,114217,Barrels/Day
2000,August,Crude Import,756901,Barrels/Day
2000,August,Crude Export,30862,Barrels/Day
2000,August,Crude Throughput,706620,Barrels/Day
2000,August,Oil Products Production,777702,Barrels/Day
2000,August,Oil Products Import,97981,Barrels/Day
2000,August,Oil Products Supply,875684,Barrels/Day
2000,August,Oil Products Consumption,730421,Barrels/Day
2000,August,Mogas Consumption,116238,Barrels/Day
2000,August,Diesel Oil Consumption,248335,Barrels/Day
2000,August,Others Consumption,365847,Barrels/Day
2000,August,Oil Products Export,100125,Barrels/Day
2000,August,Oil Products Demand,830546,Barrels/Day
2000,September,Crude Production,112306,Barrels/Day
2000,September,Crude Import,539512,Barrels/Day
2000,September,Crude Export,36361,Barrels/Day
2000,September,Crude Throughput,770295,Barrels/Day
2000,September,Oil Products Production,837709,Barrels/Day
2000,September,Oil Products Import,120014,Barrels/Day
2000,September,Oil Products Supply,957723,Barrels/Day
2000,September,Oil Products Consumption,720148,Barrels/Day
2000,September,Mogas Consumption,109504,Barrels/Day
2000,September,Diesel Oil Consumption,231133,Barrels/Day
2000,September,Others Consumption,379510,Barrels/Day
2000,September,Oil Products Export,142731,Barrels/Day
2000,September,Oil Products Demand,862880,Barrels/Day
2000,October,Crude Production,117501,Barrels/Day
2000,October,Crude Import,884452,Barrels/Day
2000,October,Crude Export,57488,Barrels/Day
2000,October,Crude Throughput,801552,Barrels/Day
2000,October,Oil Products Production,885354,Barrels/Day
2000,October,Oil Products Import,55629,Barrels/Day
2000,October,Oil Products Supply,940983,Barrels/Day
2000,October,Oil Products Consumption,682234,Barrels/Day
2000,October,Mogas Consumption,108472,Barrels/Day
2000,October,Diesel Oil Consumption,226717,Barrels/Day
2000,October,Others Consumption,347044,Barrels/Day
2000,October,Oil Products Export,186292,Barrels/Day
2000,October,Oil Products Demand,868527,Barrels/Day
2000,November,Crude Production,113557,Barrels/Day
2000,November,Crude Import,795066,Barrels/Day
2000,November,Crude Export,21854,Barrels/Day
2000,November,Crude Throughput,820866,Barrels/Day
2000,November,Oil Products Production,863619,Barrels/Day
2000,November,Oil Products Import,28590,Barrels/Day
2000,November,Oil Products Supply,892209,Barrels/Day
2000,November,Oil Products Consumption,717503,Barrels/Day
2000,November,Mogas Consumption,109712,Barrels/Day
2000,November,Diesel Oil Consumption,247401,Barrels/Day
2000,November,Others Consumption,360388,Barrels/Day
2000,November,Oil Products Export,192499,Barrels/Day
2000,November,Oil Products Demand,910002,Barrels/Day
2000,December,Crude Production,110153,Barrels/Day
2000,December,Crude Import,578211,Barrels/Day
2000,December,Crude Export,51637,Barrels/Day
2000,December,Crude Throughput,756724,Barrels/Day
2000,December,Oil Products Production,847560,Barrels/Day
2000,December,Oil Products Import,30175,Barrels/Day
2000,December,Oil Products Supply,877736,Barrels/Day
2000,December,Oil Products Consumption,706130,Barrels/Day
2000,December,Mogas Consumption,118635,Barrels/Day
2000,December,Diesel Oil Consumption,260455,Barrels/Day
2000,December,Others Consumption,327038,Barrels/Day
2000,December,Oil Products Export,205300,Barrels/Day
2000,December,Oil Products Demand,911430,Barrels/Day
2001,January,Crude Production,110908,Barrels/Day
2001,January,Crude Import,721498,Barrels/Day
2001,January,Crude Export,26020,Barrels/Day
2001,January,Crude Throughput,751208,Barrels/Day
2001,January,Oil Products Production,835197,Barrels/Day
2001,January,Oil Products Import,66169,Barrels/Day
2001,January,Oil Products Supply,901367,Barrels/Day
2001,January,Oil Products Consumption,714891,Barrels/Day
2001,January,Mogas Consumption,114532,Barrels/Day
2001,January,Diesel Oil Consumption,256880,Barrels/Day
2001,January,Others Consumption,343477,Barrels/Day
2001,January,Oil Products Export,146355,Barrels/Day
2001,January,Oil Products Demand,861246,Barrels/Day
2001,February,Crude Production,110074,Barrels/Day
2001,February,Crude Import,509729,Barrels/Day
2001,February,Crude Export,21484,Barrels/Day
2001,February,Crude Throughput,678140,Barrels/Day
2001,February,Oil Products Production,763263,Barrels/Day
2001,February,Oil Products Import,106056,Barrels/Day
2001,February,Oil Products Supply,869319,Barrels/Day
2001,February,Oil Products Consumption,738310,Barrels/Day
2001,February,Mogas Consumption,112135,Barrels/Day
2001,February,Diesel Oil Consumption,271883,Barrels/Day
2001,February,Others Consumption,354292,Barrels/Day
2001,February,Oil Products Export,78299,Barrels/Day
2001,February,Oil Products Demand,816610,Barrels/Day
2001,March,Crude Production,112898,Barrels/Day
2001,March,Crude Import,722509,Barrels/Day
2001,March,Crude Export,66940,Barrels/Day
2001,March,Crude Throughput,751345,Barrels/Day
2001,March,Oil Products Production,829114,Barrels/Day
2001,March,Oil Products Import,97880,Barrels/Day
2001,March,Oil Products Supply,926995,Barrels/Day
2001,March,Oil Products Consumption,742799,Barrels/Day
2001,March,Mogas Consumption,114093,Barrels/Day
2001,March,Diesel Oil Consumption,266592,Barrels/Day
2001,March,Others Consumption,362113,Barrels/Day
2001,March,Oil Products Export,122842,Barrels/Day
2001,March,Oil Products Demand,865641,Barrels/Day
2001,April,Crude Production,112363,Barrels/Day
2001,April,Crude Import,720866,Barrels/Day
2001,April,Crude Export,22891,Barrels/Day
2001,April,Crude Throughput,785300,Barrels/Day
2001,April,Oil Products Production,853805,Barrels/Day
2001,April,Oil Products Import,75702,Barrels/Day
2001,April,Oil Products Supply,929508,Barrels/Day
2001,April,Oil Products Consumption,745244,Barrels/Day
2001,April,Mogas Consumption,126914,Barrels/Day
2001,April,Diesel Oil Consumption,278625,Barrels/Day
2001,April,Others Consumption,339704,Barrels/Day
2001,April,Oil Products Export,169895,Barrels/Day
2001,April,Oil Products Demand,915139,Barrels/Day
2001,May,Crude Production,114713,Barrels/Day
2001,May,Crude Import,931278,Barrels/Day
2001,May,Crude Export,21946,Barrels/Day
2001,May,Crude Throughput,775410,Barrels/Day
2001,May,Oil Products Production,869197,Barrels/Day
2001,May,Oil Products Import,63833,Barrels/Day
2001,May,Oil Products Supply,933030,Barrels/Day
2001,May,Oil Products Consumption,735541,Barrels/Day
2001,May,Mogas Consumption,112739,Barrels/Day
2001,May,Diesel Oil Consumption,266199,Barrels/Day
2001,May,Others Consumption,356602,Barrels/Day
2001,May,Oil Products Export,127405,Barrels/Day
2001,May,Oil Products Demand,862946,Barrels/Day
2001,June,Crude Production,112409,Barrels/Day
2001,June,Crude Import,608572,Barrels/Day
2001,June,Crude Export,26402,Barrels/Day
2001,June,Crude Throughput,799777,Barrels/Day
2001,June,Oil Products Production,896498,Barrels/Day
2001,June,Oil Products Import,33152,Barrels/Day
2001,June,Oil Products Supply,929650,Barrels/Day
2001,June,Oil Products Consumption,709739,Barrels/Day
2001,June,Mogas Consumption,118602,Barrels/Day
2001,June,Diesel Oil Consumption,264798,Barrels/Day
2001,June,Others Consumption,326338,Barrels/Day
2001,June,Oil Products Export,171409,Barrels/Day
2001,June,Oil Products Demand,881149,Barrels/Day
2001,July,Crude Production,118371,Barrels/Day
2001,July,Crude Import,745798,Barrels/Day
2001,July,Crude Export,45997,Barrels/Day
2001,July,Crude Throughput,740340,Barrels/Day
2001,July,Oil Products Production,851333,Barrels/Day
2001,July,Oil Products Import,55923,Barrels/Day
2001,July,Oil Products Supply,907256,Barrels/Day
2001,July,Oil Products Consumption,683092,Barrels/Day
2001,July,Mogas Consumption,117948,Barrels/Day
2001,July,Diesel Oil Consumption,255007,Barrels/Day
2001,July,Others Consumption,310136,Barrels/Day
2001,July,Oil Products Export,91750,Barrels/Day
2001,July,Oil Products Demand,774842,Barrels/Day
2001,August,Crude Production,117444,Barrels/Day
2001,August,Crude Import,699679,Barrels/Day
2001,August,Crude Export,21980,Barrels/Day
2001,August,Crude Throughput,738565,Barrels/Day
2001,August,Oil Products Production,829488,Barrels/Day
2001,August,Oil Products Import,71057,Barrels/Day
2001,August,Oil Products Supply,900545,Barrels/Day
2001,August,Oil Products Consumption,711727,Barrels/Day
2001,August,Mogas Consumption,119537,Barrels/Day
2001,August,Diesel Oil Consumption,252283,Barrels/Day
2001,August,Others Consumption,339905,Barrels/Day
2001,August,Oil Products Export,176947,Barrels/Day
2001,August,Oil Products Demand,888674,Barrels/Day
2001,September,Crude Production,113596,Barrels/Day
2001,September,Crude Import,720219,Barrels/Day
